44.txt	docs/archive/raw/intake_txt/44.txt
docs/V3_DEPLOYMENT_COMPLETE.md	docs/archive/raw/legacy_docs/V3_DEPLOYMENT_COMPLETE.md
docs/V3_DEPLOYMENT_VERIFICATION.md	docs/archive/raw/legacy_docs/V3_DEPLOYMENT_VERIFICATION.md
docs/V3_EXECUTION_PLAN.md	docs/archive/raw/legacy_docs/V3_EXECUTION_PLAN.md
docs/V3_FEATURES_DETAILED_BREAKDOWN.md	docs/archive/raw/legacy_docs/V3_FEATURES_DETAILED_BREAKDOWN.md
docs/V3_FINAL_STATUS.md	docs/archive/raw/legacy_docs/V3_FINAL_STATUS.md
docs/V3_IMPLEMENTATION_COMPLETE.md	docs/archive/raw/legacy_docs/V3_IMPLEMENTATION_COMPLETE.md
docs/V3_NEXT_STEPS.md	docs/archive/raw/legacy_docs/V3_NEXT_STEPS.md
docs/V3_NEXT_STEPS_COMPLETE.md	docs/archive/raw/legacy_docs/V3_NEXT_STEPS_COMPLETE.md
docs/V4_CAPABILITIES_COMPLETE.md	docs/archive/raw/legacy_docs/V4_CAPABILITIES_COMPLETE.md
docs/V4_DEPLOYMENT_COMPLETE.md	docs/archive/raw/legacy_docs/V4_DEPLOYMENT_COMPLETE.md
docs/V4_DEPLOYMENT_VERIFICATION.md	docs/archive/raw/legacy_docs/V4_DEPLOYMENT_VERIFICATION.md
docs/V4_IMPLEMENTATION_COMPLETE.md	docs/archive/raw/legacy_docs/V4_IMPLEMENTATION_COMPLETE.md
docs/V4_IMPLEMENTATION_PLAN.md	docs/archive/raw/legacy_docs/V4_IMPLEMENTATION_PLAN.md
docs/VERSION_FEATURE_BREAKDOWN.md	docs/archive/raw/legacy_docs/VERSION_FEATURE_BREAKDOWN.md
docs/_active/architecture/API_REFERENCE.md	docs/archive/raw/legacy_docs/_active/architecture/API_REFERENCE.md
docs/_active/architecture/ARCHITECTURE.md	docs/archive/raw/legacy_docs/_active/architecture/ARCHITECTURE.md
docs/_active/architecture/ARCHITECTURE_SUMMARY.md	docs/archive/raw/legacy_docs/_active/architecture/ARCHITECTURE_SUMMARY.md
docs/_active/architecture/CAPABILITIES.md	docs/archive/raw/legacy_docs/_active/architecture/CAPABILITIES.md
docs/_active/architecture/EVENT_SYSTEM_SPEC.md	docs/archive/raw/legacy_docs/_active/architecture/EVENT_SYSTEM_SPEC.md
docs/_active/architecture/PURETASK_MASTER_GUIDE.md	docs/archive/raw/legacy_docs/_active/architecture/PURETASK_MASTER_GUIDE.md
docs/_active/architecture/ROUTES_CATALOG.md	docs/archive/raw/legacy_docs/_active/architecture/ROUTES_CATALOG.md
docs/_active/architecture/SERVICES_CATALOG.md	docs/archive/raw/legacy_docs/_active/architecture/SERVICES_CATALOG.md
docs/_active/architecture/architecture-what-lives-where.md	docs/archive/raw/legacy_docs/_active/architecture/architecture-what-lives-where.md
docs/_active/deployment/DATABASE_SETUP.md	docs/archive/raw/legacy_docs/_active/deployment/DATABASE_SETUP.md
docs/_active/deployment/ENV_TEMPLATE.md	docs/archive/raw/legacy_docs/_active/deployment/ENV_TEMPLATE.md
docs/_active/deployment/NEON_SETUP_GUIDE.md	docs/archive/raw/legacy_docs/_active/deployment/NEON_SETUP_GUIDE.md
docs/_active/deployment/STAGING_ENVIRONMENT.md	docs/archive/raw/legacy_docs/_active/deployment/STAGING_ENVIRONMENT.md
docs/_active/operations/DEPLOYMENT_CHECKLIST.md	docs/archive/raw/legacy_docs/_active/operations/DEPLOYMENT_CHECKLIST.md
docs/_active/operations/N8N_SETUP_COMPLETE_CHECKLIST.md	docs/archive/raw/legacy_docs/_active/operations/N8N_SETUP_COMPLETE_CHECKLIST.md
docs/_active/operations/N8N_WORKFLOW_IMPLEMENTATION_GUIDE.md	docs/archive/raw/legacy_docs/_active/operations/N8N_WORKFLOW_IMPLEMENTATION_GUIDE.md
docs/_active/operations/NOTIFICATION_SERVICE_MIGRATION.md	docs/archive/raw/legacy_docs/_active/operations/NOTIFICATION_SERVICE_MIGRATION.md
docs/_active/operations/SECURITY_AUDIT_WORKFLOW_GUIDE.md	docs/archive/raw/legacy_docs/_active/operations/SECURITY_AUDIT_WORKFLOW_GUIDE.md
docs/_active/operations/WORKER_SCHEDULE.md	docs/archive/raw/legacy_docs/_active/operations/WORKER_SCHEDULE.md
docs/_active/operations/email-registry.md	docs/archive/raw/legacy_docs/_active/operations/email-registry.md
docs/_active/operations/n8n-universal-sender-workflow-spec.md	docs/archive/raw/legacy_docs/_active/operations/n8n-universal-sender-workflow-spec.md
docs/_future/v5-planning/FUTURE_FEATURES.md	docs/archive/raw/legacy_docs/_future/v5-planning/FUTURE_FEATURES.md
docs/_future/v5-planning/ROADMAP.md	docs/archive/raw/legacy_docs/_future/v5-planning/ROADMAP.md
docs/_future/v5-planning/V5_CAPABILITIES_ANALYSIS.md	docs/archive/raw/legacy_docs/_future/v5-planning/V5_CAPABILITIES_ANALYSIS.md
docs/_md_inventory/md_report.md	docs/archive/raw/legacy_docs/_md_inventory/md_report.md
docs/admin/ADMIN_QUICK_START.md	docs/archive/raw/legacy_docs/admin/ADMIN_QUICK_START.md
docs/admin/ADMIN_SETTINGS_SUITE_COMPLETE.md	docs/archive/raw/legacy_docs/admin/ADMIN_SETTINGS_SUITE_COMPLETE.md
docs/admin/ADMIN_SYSTEM_COMPLETE.md	docs/archive/raw/legacy_docs/admin/ADMIN_SYSTEM_COMPLETE.md
docs/admin/ADMIN_USER_CREATED.md	docs/archive/raw/legacy_docs/admin/ADMIN_USER_CREATED.md
docs/admin/GAMIFICATION_SYSTEM_COMPLETE.md	docs/archive/raw/legacy_docs/admin/GAMIFICATION_SYSTEM_COMPLETE.md
docs/admin/ONBOARDING_CHECKLIST_FOR_STAFF.md	docs/archive/raw/legacy_docs/admin/ONBOARDING_CHECKLIST_FOR_STAFF.md
docs/ai-assistant/AI_ASSISTANT_BEST_PRACTICES.md	docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_BEST_PRACTICES.md
docs/ai-assistant/AI_ASSISTANT_COMPLETE_GUIDE.md	docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_COMPLETE_GUIDE.md
docs/ai-assistant/AI_ASSISTANT_COMPLETE_MIGRATION_SUMMARY.md	docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_COMPLETE_MIGRATION_SUMMARY.md
docs/ai-assistant/AI_ASSISTANT_LIVE_AND_WORKING.md	docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_LIVE_AND_WORKING.md
docs/ai-assistant/AI_ASSISTANT_READY_TO_USE.md	docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_READY_TO_USE.md
docs/ai-assistant/AI_ASSISTANT_SETUP_STATUS.md	docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_SETUP_STATUS.md
docs/ai-assistant/AI_ASSISTANT_VERIFICATION_REPORT.md	docs/archive/raw/legacy_docs/ai-assistant/AI_ASSISTANT_VERIFICATION_REPORT.md
docs/ai-assistant/AI_MIGRATION_CHECKLIST.md	docs/archive/raw/legacy_docs/ai-assistant/AI_MIGRATION_CHECKLIST.md
docs/ai-assistant/CLEANER_AI_SETTINGS_COMPLETE.md	docs/archive/raw/legacy_docs/ai-assistant/CLEANER_AI_SETTINGS_COMPLETE.md
docs/ai-assistant/CLEANER_AI_SUITE_SUMMARY.md	docs/archive/raw/legacy_docs/ai-assistant/CLEANER_AI_SUITE_SUMMARY.md
docs/ai-assistant/TEST_AI_ASSISTANT_PAGE.md	docs/archive/raw/legacy_docs/ai-assistant/TEST_AI_ASSISTANT_PAGE.md
docs/ai-assistant/TEST_AI_QUICK_START.md	docs/archive/raw/legacy_docs/ai-assistant/TEST_AI_QUICK_START.md
docs/ai-assistant/USER_GUIDE_CLEANER_AI_ASSISTANT.md	docs/archive/raw/legacy_docs/ai-assistant/USER_GUIDE_CLEANER_AI_ASSISTANT.md
docs/ai-assistant/test-cleaner-ai-api.md	docs/archive/raw/legacy_docs/ai-assistant/test-cleaner-ai-api.md
docs/architecture/ALL_ENDPOINTS_COMPLETE.md	docs/archive/raw/legacy_docs/architecture/ALL_ENDPOINTS_COMPLETE.md
docs/architecture/COMPLETE_API_ENDPOINTS.md	docs/archive/raw/legacy_docs/architecture/COMPLETE_API_ENDPOINTS.md
docs/architecture/COMPLETE_FRONTEND_COMPONENTS_GUIDE.md	docs/archive/raw/legacy_docs/architecture/COMPLETE_FRONTEND_COMPONENTS_GUIDE.md
docs/architecture/DOCUMENTATION_ORGANIZATION_PLAN.md	docs/archive/raw/legacy_docs/architecture/DOCUMENTATION_ORGANIZATION_PLAN.md
docs/architecture/ENDPOINT_AUDIT.md	docs/archive/raw/legacy_docs/architecture/ENDPOINT_AUDIT.md
docs/architecture/ENV_EXAMPLE.md	docs/archive/raw/legacy_docs/architecture/ENV_EXAMPLE.md
docs/architecture/FRONTEND_REALITY_CHECK.md	docs/archive/raw/legacy_docs/architecture/FRONTEND_REALITY_CHECK.md
docs/architecture/TEMPLATES_EXPLAINED_COMPLETE_GUIDE.md	docs/archive/raw/legacy_docs/architecture/TEMPLATES_EXPLAINED_COMPLETE_GUIDE.md
docs/architecture/TEMPLATES_QUICK_ANSWER.md	docs/archive/raw/legacy_docs/architecture/TEMPLATES_QUICK_ANSWER.md
document analysis overview puretask - needs review.txt	docs/archive/raw/intake_txt/document analysis overview puretask - needs review.txt
document review and execution for puretask - analyze.txt	docs/archive/raw/intake_txt/document review and execution for puretask - analyze.txt
epic front end guide -puretask needs review.txt	docs/archive/raw/intake_txt/epic front end guide -puretask needs review.txt
eslint-report.txt	docs/archive/raw/intake_txt/eslint-report.txt
event types and puretask stuff need to analyze.txt	docs/archive/raw/intake_txt/event types and puretask stuff need to analyze.txt
figma stuff -puretask needs review.txt	docs/archive/raw/intake_txt/figma stuff -puretask needs review.txt
gameification puretask - needs review but good.txt	docs/archive/raw/intake_txt/gameification puretask - needs review but good.txt
hey gen video creator api.txt	docs/archive/raw/intake_txt/hey gen video creator api.txt
important credsit system puretask - neeeds review.txt	docs/archive/raw/intake_txt/important credsit system puretask - neeeds review.txt
install stripe cli windows - puretask needs review.txt	docs/archive/raw/intake_txt/install stripe cli windows - puretask needs review.txt
instructions puyretask - needs review.txt	docs/archive/raw/intake_txt/instructions puyretask - needs review.txt
interactive website design- puretask needs review.txt	docs/archive/raw/intake_txt/interactive website design- puretask needs review.txt
puretask interactive design ideas-needs review.txt	docs/archive/raw/intake_txt/puretask interactive design ideas-needs review.txt
puretask master document - needs review.txt	docs/archive/raw/intake_txt/puretask master document - needs review.txt
puretask plans semi important - need to review.txt	docs/archive/raw/intake_txt/puretask plans semi important - need to review.txt
puretask ux description - needs review.txt	docs/archive/raw/intake_txt/puretask ux description - needs review.txt
railway setup help - puretask -needs review.txt	docs/archive/raw/intake_txt/railway setup help - puretask -needs review.txt
reliability score guide puretask- needs review.txt	docs/archive/raw/intake_txt/reliability score guide puretask- needs review.txt
review and analyze options puretask- needs review.txt	docs/archive/raw/intake_txt/review and analyze options puretask- needs review.txt
script for add.txt	docs/archive/raw/intake_txt/script for add.txt
script for busy person video.txt	docs/archive/raw/intake_txt/script for busy person video.txt
setup puretask workspsace- needs review.txt	docs/archive/raw/intake_txt/setup puretask workspsace- needs review.txt
stripe flatform vs marketplace - puretask needs review.txt	docs/archive/raw/intake_txt/stripe flatform vs marketplace - puretask needs review.txt
summary of user flows - needs review.txt	docs/archive/raw/intake_txt/summary of user flows - needs review.txt
super important puretask automations - needs review.txt	docs/archive/raw/intake_txt/super important puretask automations - needs review.txt
test-results-backend.txt	docs/archive/raw/intake_txt/test-results-backend.txt
workflow setup progress- puretask needs review.txt	docs/archive/raw/intake_txt/workflow setup progress- puretask needs review.txt
